Title,Content,CreationDate,Score,Post(id),Author(id)
Is there a both bold and slanted Computer Modern typeface?,"<p>Note: the font has to be loaded in plain TeX with <code>\font\bs=&lt;nome_font&gt;</code></p>
",02/06/2014 18:45,3,404,835
AMSART: Change subsection headings from boldface to smallcaps,"<p>In <code>amsart</code>, how do you change subsection headings from boldface to smallcaps?</p>
",21/09/2015 13:07,3,405,853
Bounded modulo a constant,"<p>How do I put a tilde directly underneath an inequality (i.e. directly beneath &lt; or >)?</p>
",19/08/2014 06:24,2,406,688
How can I rotate text by 90 degrees in LyX?,"<p>In Lyx, what are the different possibilities to rotate a selection of text by 90 degrees?</p>
",05/02/2016 08:52,1,407,244
What would it take to create juliatex?,"<p>In analogy to <code>pythontex</code>, what would it take to create <code>juliatex</code>?</p>
",23/06/2017 00:37,5,408,991
Bold and Colored Image Caption,"<p>How can I color and bold an image's caption in <code>\documentclass[12pt]{report}</code>?</p>
",07/07/2019 20:51,2,409,664
"The symbol ""~"" is not showing up","<p>I am trying to type the symbol ""~"" in normal text, but it is not showing up. Why is this?</p>
",17/07/2019 21:31,1,410,320
LaTeX Nesting \verb in \section,"<p>Why is </p>

<pre><code>\section{\verb|mySec|}
</code></pre>

<p>invalid LaTeX code.</p>
",21/08/2018 23:20,2,411,221
"I would like to insert ""℞"" in a regular latex document","<p>I tried searching searching but couldn't come across any.</p>
<p>Many thanks in advance.</p>
",26/08/2020 08:33,0,412,527
Beamer: tableofcontents with page numbers,"<p>How do I get page numbers / slide numbers in the tableofcontents in a beamer presentation?</p>
",07/08/2012 09:11,10,413,63
How to change / to be horizontal?,"<p>I like to change a/b to be </p>

<pre><code>a
-
b
</code></pre>

<p>how to do that?</p>
",18/06/2011 13:30,3,414,175
How to open TeXShop remotely the command line,"<p>How would one open TeXShop, say, via command line using <code>ssh</code> and X-forwarding?</p>
",10/12/2012 18:25,3,415,981
How to increase space between bibliography without using biblatex,"<p>Is there a way to increase space between bibliography without using <code>biblatex</code>?</p>
",17/02/2013 05:55,3,416,152
Vacuum tube electric symbols,"<p>Is there a package with the electric symbols for vacuum tubes, like triodes, pentodes etc?</p>
",18/04/2013 00:20,3,417,478
How to write a not equal to sign in Latex pseudocode,"<p>How do I write not equal to sign (equivalent of <code>!=</code> in C) in Latex pseudocode.</p>
",18/07/2012 09:21,66,418,878
How to install Type 1 font in MiKTeX 2.9,"<p>What is the procedure to install Type 1 font in MiKTeX 2.9?</p>

<p>Can anybody help me?</p>
",28/07/2012 09:59,5,419,348
Citation without printing references at the end of document,"<p>How I can use the "".bib"" file in such a way that it does not print References at the end..</p>
",29/09/2013 02:44,2,420,483
Bold calligraphic typeface,"<p>I know <code>\mathcal{ABC...}</code>, but can't seem to bold these - thanks for help - PMF</p>
",06/09/2010 05:58,30,421,21
Q: tikz tree using mindmap library,"<p>Is there an easy possibility to achieve a simple tikz tree using it's own mindmap library?</p>
",24/04/2014 21:11,1,422,462
How to make the \textsc words bold?,"<p>I want the title to be in the font small capital but want them to be bold at the same time</p>
",19/11/2015 13:04,0,423,166
change space between footnote line and main text,"<p>How to change space between main text and footnote, so text goes with the line of footnote</p>
",22/05/2017 18:36,4,424,567
Tikz package. Plot a segment centered in one point,"<p>How to plot a segment centered in one point? I need to give the point and the length only.</p>
",10/04/2016 21:59,-2,425,875
How can I insert a Matlab code in Lyx easily,"<p>I have a .m file with Matlab code and I want to paste it in Lyx. How can I do this easily?</p>
",26/08/2017 11:48,1,426,413
Table of contents not Contents!,"<p>How do I write Table of Contents and not Contents in my project work? I need help on this!</p>
",04/10/2016 11:29,0,427,163
Hyperlink a powerpoint slide,"<p>Is it possible to hyperlink an animated powerpoint slide to beamer ? Thank you in advance.</p>
",21/06/2018 22:26,1,428,707
Specific feynman diagram,"<p>I am very new to TeX and wanted to draw these diagram using Tikz-Feynman or some package. </p>
",19/01/2019 16:59,1,429,475
What's the difference between \chaptername and \chapapp in KOMA-Script?,"<p>It seems that these two commands do exactly the same thing... - So where's the difference?</p>
",09/06/2020 08:57,0,430,750
How can I draw an egg using TikZ?,"<p>I would like to draw an egg-format element, but I have only found ways of drawing ellipses.</p>
",26/09/2012 12:36,116,431,612
How to reduce or make the space equal of linespacing before and after the $$ something $$,"<p>How to reduce or make the space equal of linespacing before and after the $$ something $$ ?</p>
",03/12/2013 16:39,0,432,927
Is there a LuaTeX analogue to XeTeXinterchartoks?,"<p>Just as the title of the questions says, is there an LuaTeX analogue to XeTeXinterchartoks?</p>
",25/06/2011 20:45,8,433,252
Bibtex and index of authors,"<p>Is  there any way of automatically creating an author index based on
citations via bibtex?</p>
",28/07/2011 14:55,5,434,825
Simple Beamer Template for Total Beginners,"<p>Is there a template that allows me to create slides with only some simple formulas at most?</p>
",16/03/2013 15:50,7,435,608
How to insert RTL citations in a LTR article using BibTex?,"<p>How can I insert a RTL citation (e.g Persian) in a LTR (e.g. English) article using BibTeX?</p>
",09/04/2013 07:06,8,436,175
Is there a text-replacing package for LaTeX?,"<p>It's function is using the wanted text to replace specified text in <code>.tex</code> file.</p>
",19/05/2013 09:01,2,437,428
Embedding large equation in tabular,"<p>When I put an equation in a tabular, it gets vertically compressed.  How do I prevent that?</p>
",13/08/2010 19:16,6,438,316
Can I compile .tex to .html from within AUCTeX?,"<p>Can I compile .tex to .html from within AUCTeX? What are the keybindings?</p>

<p>Thanks!</p>
",30/11/2010 18:06,4,439,778
Shuffle questions in eqexam,"<p>Is there a way of shuffling the questions (not only the answers) using <code>eqexam</code>?</p>
",13/02/2015 17:48,0,440,510
Slant character manually in TeX coding,"<p>How to slant some character in the text of roman font (I don't want to use italics coding)?</p>
",24/06/2015 07:19,5,441,323
"How to use subsubsection in ""moderncv"" class?","<p>How to put subsubsection in ""moderncv"" class? Only upto subsection is working in my script.</p>
",25/11/2014 06:06,4,442,42
Matrix vs. array environments,"<p>What is the difference between the <code>matrix</code> and <code>array</code> environments?</p>
",12/08/2016 02:34,13,443,898
How can I put a second author exactly under my name?,"<p>Is it even possible to do it? Is there any package that does that? Any help is appreciated.</p>
",14/09/2016 13:04,-1,444,110
Tabular inside a figure or a table,"<p>What is the difference between a figure and a table, when the content consists of tabulars?</p>
",27/11/2017 22:34,2,445,732
How to set the horizontal white space after a section number in a section heading,"<p>The title says it all.  Of course, the same question applies to chapters, subsections, etc.</p>
",11/10/2018 13:33,0,446,628
Set every label node to his north west position,"<p>Is there a way in order to set every label of every single node to his north west position?</p>
",21/01/2018 19:31,-2,447,536
Instant-Preview on Lyx is not working,"<p>The Instant-Preview in Lyx is not working. The packages are installed. What should I do to?</p>
",14/05/2020 11:31,0,448,961
How to solve this package inputenc Error: Unicode character 𝐴 (U+1D434)(inputenc) not set up for use with LaTeX,"<p>How to solve this package issue. My code for annual report is too long. I cannot post here.</p>
",11/06/2020 09:47,0,449,662
Appendix letter position,"<p><code>\appendix \section{Appendix}</code> gives me ""A Appendix"".  How can I get ""Appendix A""</p>
",13/04/2011 16:22,7,450,95
Using bold/italic text inside listings?,"<p>How can I use bold text inside a code listing? I wanted to make some parts of the code bold.</p>
",06/09/2011 12:34,35,451,885
How can I place a one-column-abstract in a two-column document?,"<p>How can I place a one-column-abstract and after that two-column-section in a LaTeX template?</p>
",11/09/2011 11:28,66,452,887
Palatino text with CMR math in beamer?,"<p>I've tried so many combinations, but I can't get it to work. I'd appreciate any suggestions.</p>
",07/03/2013 06:50,2,453,642
Can the result of `\eqref{eq:einsten}` be something other than the default number?,"<p>When I use \eqref, it produce, say, (2.5).
It is possible to produce like ""my owner words""?</p>
",03/04/2013 19:03,1,454,380
How do I change the default font size?,"<p>How can I change the default font size throughout the LaTeX document? Is this even possible?</p>
",07/02/2012 17:51,25,455,153
Reset counter after each item,"<p>How to reset the counter of equation numbering after each item in the enumerate environment?</p>
",06/07/2012 09:01,4,456,367
putting (aux log out toc bbl bib blg) files in another directory with latexmk,"<p>Is it possible to put (aux log out toc bbl bib blg) files in another directory with latexmk?</p>
",25/12/2010 05:41,6,457,193
How do I encircle text? Like make a circle around it?,"<p>I would like to know how make a circle and then insert text. There has to be a way.. right? </p>
",19/02/2015 13:12,4,458,418
How can I get a centered comment 2cm above the bottom of the page?,"<p>Just as the title states, how can I get a centered comment 2cm above the bottom of the page?</p>
",23/04/2014 06:47,2,459,323
How to write text document in two colums in Lyx2.0.2?,"<p>How to write text document in two columns in Lyx2.0.2, as authors write in published papers?</p>
",14/08/2014 18:43,2,460,131
How to insert a Tableau sheet into a TeX document?,"<p>I have an interactive chart in Tableau. Is it possible to import this into a LaTeX document?</p>
",15/04/2016 21:40,1,461,268
Sorting bibliography by title with biblatex,"<p>How would I sort by title using biblatex?
I'm writing in Arabic with the package xepersian.</p>
",12/10/2016 12:20,2,462,142
Vertical lines inside matrices disappear when exporting to pdf,"<p>All the vertical lines inside the matrices disappear when i export to pdf.
Any suggestions?</p>
",27/09/2019 13:26,0,463,555
Mayan Numerals in math mode,"<p>How to use Mayan Numerals from 'BabelStone Mayan Numerals' font in math mode, with LuaLaTeX?</p>
",27/09/2018 13:35,2,464,185
Blend arrow/line from one color to another,"<p>Is it possible to blend a line from a start color to an end color, such as from red to blue?</p>
",27/03/2019 21:28,2,465,11
How to make linguex not number an example?,"<p>I would like to have an example without a number in parentheses on the left. Is it possible?</p>
",15/02/2020 05:30,0,466,292
Back inclined Italics Font,"<p>Do we have any back inclined Italics Font? Just the opposite of the forward inclined Italics?</p>
",14/02/2011 11:34,12,467,983
LaTeX Arial Narrow font,"<p>I would like to use Arial Narrow font in LaTeX. But I cannot find the package used to do it. </p>
",07/06/2011 03:14,14,468,2
Is there any specific reason to use LaTeX over XeLaTeX?,"<p>Is there any situation in which it would be easier to do things in LaTeX rather than XeLaTeX?</p>
",06/12/2011 03:57,15,469,807
how to lower last term in a continued fraction after a diagonal row of dots?,"<p>How can I lower the last term of a continued fraction when it follows a diagonal row of dots?</p>
",04/02/2012 15:12,6,470,377
Creating lists with items separated by a rule,"<p>How can I create a list in which a rule is automatically inserted between each pair of items?</p>
",11/02/2012 15:21,14,471,21
How to place algorithm outside float?,"<p>Is there any elegent way to place algorithm without using <code>algorithm</code> environment?</p>
",22/09/2013 04:41,5,472,921
"Can one ""fold"" part of the paragraphs in LyX","<p>By ""folding"", I mean condense some part of the codes, and by one click , you can unfold them.</p>
",06/11/2010 23:27,10,473,153
How to change font family in footnote?,"<p>How can I change font family (and size) for footnotes? Would be great to see a small example.</p>
",01/11/2010 13:11,13,474,378
Is it possible to make margin notes in moderncv?,"<p>Is it possible to make margin notes in moderncv? Its not working for me nor the todo package.</p>
",01/06/2015 07:29,1,475,725
Labels and Cross-referencing in items,"<p>I have itemize environment and I want to cross-reference between two items. How do I do that?</p>
",21/05/2014 04:15,1,476,424
How to produce a character like 𝕜 (the nonexisting \mathbb{k})?,"<p>How to produce a character like 𝕜 (the nonexisting <code>\mathbb{k}</code>) in a TeX file?</p>
",21/10/2015 13:10,0,477,215
Sorting bibliography according to the order in .bib file,"<p>Is it possible to sort the order of references using the order in the <code>.bib</code> file?</p>
",25/09/2014 04:13,2,478,208
How do I add beautiful borders to the title page,"<p>I want to add an attractive border to the title page alone. Please explain how I can do this?</p>
",25/10/2014 13:34,3,479,355
How to sum two non-integer numbers in LaTeX?,"<p>Here is the sample format of non-integers number </p>

<pre><code>12.5+13.8=26.3
</code></pre>
",29/04/2017 06:58,4,480,95
Footnotes: Keep same footnote number for same footnotetext (during all document),"<p>Is it possible to tell LaTeX, that \footnote{text} use the same number, if the text is equal?</p>
",22/10/2017 11:48,2,481,167
What is the ConTeXt equivalent of \sloppy?,"<p>Or, to phrase more precisely: How do I avoid that text goes over the right margin in ConTeXt?</p>
",05/10/2016 19:27,7,482,701
Is it possible to cite title with apacite?,"<p>How can one, if possible, cite the title of a bibtex item on Latex using the package apacite?</p>
",21/07/2019 14:13,0,483,846
Adding new latex template in Overleaf,"<p>I need to add a IEEE Access journal template to overleaf, is it possible and how can I do it?</p>
",20/11/2019 04:38,1,484,20
Chapter header wanted in a separate page,"<p>As the title indicates I want the chapters' titles to appear in the middle of a separate page.</p>
",19/10/2013 21:44,12,485,98
Disable hyperlinks in minitoc while the hyperlinks are enabled in ToC,"<p>Is it possible to have hyperlinked entries in the ToC, while hyperlink is disabled in minitoc?</p>
",18/11/2013 10:22,1,486,17
How do I align text?,"<p>How do I do something like this in LaTeX?</p>

<pre><code>X: a, b, c,
   e, f, g
</code></pre>
",23/03/2011 22:24,11,487,147
How to add more space between list items?,"<p>I have a list. Editor says it shall have more space between items. How to achieve such thing? </p>
",06/04/2011 11:13,7,488,202
Checking if a PDF file is open,"<p>How do I check if the PDF file produced by LaTeX is currently opened by an application or not?</p>
",15/04/2011 02:35,3,489,53
How do I make text to appear in multiple columns as in newspapers on Texworks?,"<p>How do I make text to appear in multiple columns as in newspapers on Texworks instead of rows?</p>
",06/11/2012 05:54,2,490,168
Lyx Draw a curve from point A to B using xy-pic,"<p>How can I draw a curve using an <code>xy-pic</code> picture to draw a curve from point A to B?</p>
",21/11/2012 01:10,1,491,562
Use # in bibtex,"<p>The title of the book i want to cite has a # in it - how can i escape it correctly in bibtex? </p>
",19/07/2011 11:18,5,492,973
List of figures without figure numbers,"<p>How can I create a List of Figures which has captions and page numbers, but no figure numbers?</p>
",22/07/2011 12:32,4,493,38
"How to locate figures with x,y specified location in a presentation","<p>I want to fix my figure in slide (latex frame) as per my wish with x,y position specification.</p>
",25/10/2011 13:43,25,494,509
Changing the defaut star in radio buttons in PDF forms,"<p>In PDF forms, is there any way to change the default star in radio buttons to a solid circle? </p>
",29/12/2011 00:55,7,495,601
How to insert an image that also acts as a link,"<p>Can an image be included in TeX so that the resulting PDF is clickable leading to a reference?</p>
",08/05/2012 12:56,33,496,276
How can I use figure in caption of a figure?,"<p>I need to include a small figure at the end of the original figure caption, is there any idea?</p>
",17/07/2013 12:43,3,497,78
Including range is multi-part numbers,"<p>How do I produce something like ""4 x 5 x (10--15) mm^3"" in <em>siunitx</em>?</p>

<p>Thanks!</p>
",17/07/2013 22:33,3,498,973
Sub tilde in LaTeX,"<p>In LaTeX, <code>\tilde{x}</code> puts a ~ on top of the x.<br>
How can I put a ~ below the x?</p>
",25/08/2010 23:23,15,499,248
Caption is bold. Can I have part of it not bold?,"<p>What is the simplest way to have part of a bold caption (including some inline math) non-bold?</p>
",19/09/2010 16:33,17,500,5
Updownarrows in commutative diagrams,"<p>Can anybody tell me how to draw a diagram from A to B with an uparrow and a downarrow? Thanks.</p>
",27/05/2014 07:06,2,501,600
Excel to latex for mac 2016,"<p>Does anyone know if there is an excel to latex converter for mac (El Capitan) with excel 2016.</p>
",04/10/2015 20:44,1,502,169
How convert HTML to LaTeX or MathML,"<p>I using KaTeX to render HTML formula display.
How can I convert HTML to LaTeX or KaTeX again?</p>
",18/12/2015 03:39,2,503,679
How to sort references items in aps style?,"<p>By default in MKIV, apa sorts references by author and year. How can I get the same using aps?</p>
",06/05/2017 21:22,0,504,752
How to change the decimal separator in exsheets to comma,"<p>In the exsheets package the default decimal separator is dot. How can I change it to a comma? </p>
",10/05/2016 13:39,2,505,336
May I save a tex file as a picture file?,"<p>Is there a way to save or export a <code>tex</code> file so as to produce a jpg/jpeg/png file?</p>
",28/12/2019 19:37,0,506,242
Is there a specialized Pdf viewer for Latex-Beamer presentations on windows?,"<p>I would like one which would also emulate other features of slideshow of Microsoft Powerpoint.</p>
",23/01/2018 08:11,1,507,724
"How would I draw, in Tikz, the following diagram of a path of particles through different media?","<p><img src=""https://i.stack.imgur.com/pK8Xp.jpg"" alt=""path of particles through different media""></p>
",25/04/2011 15:30,2,508,952
What is the smallest paper dimension that can be used in (La)TeX?,"<p>I want to know what is the smallest paper dimension (in big point) that can be used in (La)TeX?</p>
",10/07/2011 12:11,7,509,721
LaTeX template for book reading?,"<p>Is there any LaTeX template such that in each section I can write down my reading notes ......?</p>
",18/12/2011 04:30,13,510,752
How can I label \rightleftarrows above and below?,"<p>How can I label <code>$\rightleftarrows$</code> above the top arrow and below the bottom arrow?</p>
",08/04/2012 08:23,16,511,3
"Unlike PGF/Tikz uses the middle part of stroke as the reference, what is the reason for choosing `dimen=outer` as the default in PSTricks?","<p>The question has been written in the title above.</p>

<p>Why not <code>dimen=middle</code> ?</p>
",24/12/2010 14:38,1,512,548
Ternary Logic in timing diagrams,"<p>I wanted to know if I can show 3 levels for signals in a timing diagram using the tikz passage.</p>
",19/01/2015 12:40,2,513,508
Stickers on Thesis paper,"<p>I want to  put a  sticker ""Examiners Copy"" on the the front page of the thesis. How to do this?</p>
",12/02/2014 04:44,29,514,411
Mathematical Symbols in Figure,"<p>How can I add mathematical symbols in figure or draw figure and put mathematical symbols on it?</p>
",02/04/2014 22:31,0,515,515
export graphics on excel with quality,"<p>I want to export graphs on excel to latex. </p>

<p>How I can do it ?  Save graph as image ? </p>
",21/06/2014 17:13,1,516,978
How do I draw a $\partial$ with a diagonal line through it?,"<p>As the title suggests, how do I draw a <code>$\partial$</code> with a diagonal line through it?</p>
",09/11/2015 00:07,16,517,900
Latex template for report studies,"<p>Please i want a latex template for the report of my final project studies.</p>

<p>Thank you.</p>
",09/05/2016 10:55,2,518,295
Enumeration of theorems with beamer,"<p>How do I enumerate theorems in a beamer using <code>\newtheorem</code> with the amsthm package?</p>
",15/09/2016 02:01,1,519,176
How to output the symbol @ in Latex,"<p>I know how to output any symbol but @. Nor does Google know about it. Weird? How do I output @?</p>
",21/10/2016 15:27,0,520,887
Animate a cartoon and convert to video format,"<p>Which methods exist to animate a cartoon in latex and convert it into a video format like .mp4?</p>
",28/11/2018 16:36,12,521,752
Is there an alternative to tkzexample?,"<p>which packages can I use to display the latex code and the compilation result at the same time?</p>
",11/03/2018 10:05,1,522,73
Real time updating of LaTeX with sublime text on ubuntu?,"<p>Is there any way to get Sublime text to update my pdf viewer (zathura) in real time as I write?</p>
",21/04/2019 02:36,0,523,141
Auto-Save after any modification in WinEdt,"<p>Is there any way to make WinEdt to automatically re-compile after any modification in TeX file?</p>
",17/04/2020 21:52,0,524,782
Bibliography in letter class?,"<p>Is it possible to add a list of references at the end of the text in the 'letter' documentclass?</p>
",05/11/2013 15:27,0,525,163
Change size of math symbols,"<p>What is the matter with <code>$\tilde{\scriptsize{\mathscr{O}}}$</code>?
Could anybody help me?</p>
",23/11/2013 11:36,-1,526,140
How can I import nbib to emacs bib file,"<p>how can I import to emacs jabref the bibliographic contents exported from pubmed in nbib format?</p>
",15/12/2013 10:01,0,527,968
How to reference a patent with BibTeX?,"<p>What is the best entity to use with BibTeX in order to reference a patent or patent application?</p>
",28/10/2012 09:59,12,528,758
Inserting a line to separate the text and the margin note,"<p>How can I insert a vertical line through a whole page to separate the text and the margin notes?</p>
",04/01/2013 15:16,14,529,327
Shortcut for export PDF on LyX?,"<p>Is there a shortcut in LyX for export to PDF?</p>

<p>Is there any way to auto export on save?</p>
",06/01/2013 05:46,6,530,391
How do I get the concrete font for math only?,"<p>Is there a package that loads the concrete font, but only for the math, not for the normal text?</p>
",30/12/2011 23:16,11,531,294
How to specify the step in sum?,"<p>The traditional sum's step is 1, but what if I want to specify the step to be some integer else?</p>
",16/04/2013 08:23,0,532,994
"How to use tex -ini, tex -fmt, initex and fmtutil?","<p>What are the roles of each of these commands?
What is the good command to create a new format ?</p>
",15/04/2012 06:13,14,533,266
Appendix after each chapter,"<p>How can I add an appendix with two or 3 sections <strong>after</strong> each chapter in a book? </p>
",23/06/2013 20:35,34,534,85
Is there a religious symbols font collection?,"<p>I can find collections for chess, cards, etc. But could not locate a religious fonts collection.</p>
",11/09/2013 21:01,4,535,361
How to compute the remaining space on the current page,"<p>Is there a way to compute the remaining space on the current page and issue an optional command?</p>
",12/10/2010 04:13,25,536,811
Don't display the leading mantissa 1 in power of tens (with pgfplotstable),"<p>In pgfplotstable, how can I display “1e-7” as “10⁻⁷” instead of “1⋅10⁻⁷” ?</p>
",28/01/2015 08:34,3,537,506
Suggestions for commands in TeXworks,"<p>Is there any auto-completion or suggestion available for commands in TeXworks?
I am a beginner.</p>
",07/02/2014 04:05,6,538,382
Where can I find all the themes in \usefonttheme?,"<p>Can you give me a link to the documentation of <code>\usefonttheme</code>?
Thank you very much.</p>
",08/11/2014 21:36,9,539,2
What is the easiest way to draw lattice points using TikZ?,"<p>What is the easiest way to draw lattice points using TikZ? What about changing the vector basis?</p>
",27/03/2017 21:50,0,540,656
What is the fundamental difference between .store in and .code in pgfkeys,"<p>If someone had a good example to explain the nuances between the two handlers, it would be nice!</p>
",16/03/2016 14:14,9,541,801
pdflatex command output only warnings,"<p>Is there a way to run pdflatex such that it outputs only the warning messages?</p>

<p>Thanks.</p>
",23/05/2017 09:38,4,542,28
How can I adjust the notation in the bibliography?,"<p>How can I adjust the notation in the bibliography to become [1a], [1b] [1c] etc. instead of [1]?</p>
",29/06/2016 22:51,1,543,475
Cyrillic (Bulgarian) spellchecker for Texmaker,"<p>I'm using Texmaker under Windows and I need spellchecker for the bulgarian language. Any ideas ?</p>
",13/07/2016 14:23,1,544,238
How to get maximum number that \newcount can hold?,"<p>Is there a command that contains greatest positive integer that <code>\newcount</code> can hold?</p>
",03/08/2019 13:15,6,545,974
Best free/commercial software for editing latex file on windows,"<p>What are the best free or commercial software for editing <code>LaTeX</code> on Windows machine?</p>
",07/12/2019 20:54,0,546,939
Add list of figures and list of tables at the end of the document,"<p>I need to add  the list of tables and figures at the end of the document. How is this possible ?</p>
",18/03/2018 20:37,0,547,793
Is there an external spell checker for winedt?,"<p>Is there an external spell Checker for Winedt such that there is the LanguageTool for TeXstudio?</p>
",27/08/2020 14:06,0,548,269
Section Symbol and Number,"<p>How does one get the symbol <code>\S</code> to appear before a number in <code>\section{}</code>?</p>
",31/03/2011 01:03,9,549,132
Get a thicker \bar,"<p>How to get a <code>\bar</code> more thicker (0.8pt for example) than usual and fit all character?</p>
",25/04/2011 12:03,8,550,36
LaTeX commands for centering the equations without numbering them,"<p>What LaTeX commands should I use to center the equations on the page, but without numbering them?</p>
",10/02/2013 10:41,0,551,964
How can I cite a chapter in the same article or book,"<p>In other word, if I want to reference ""Section II.A"" in the article. What should I do, thank you.</p>
",16/06/2013 13:05,1,552,638
What is the difference between TeX and LaTeX?,"<p>I know LaTeX and I've heard that LaTeX is a set of macros in TeX.
But what does it exactly mean?</p>
",26/07/2010 19:46,210,553,325
Configuring Vim to only check spelling in text regions,"<p>Is there a way to configure Vim so that it only checks spelling in the text regions of TeX files?</p>
",09/08/2010 21:07,15,554,275
"footnote counter, would like to restart from '1' each page","<p>I would like the footnote counter to automatically restart from '1' for each page of my document.</p>
",13/08/2010 13:41,48,555,257
Is it possible to run LuaTeX from a USB flash drive,"<p>I am looking for ways to install and run LuaTeX on a USB flash drive (Windows operating system). </p>
",04/10/2010 04:29,11,556,345
Folding commented sections in Texstudio 2.6.6,"<p>I want to know, if and how can I apply code folding to commented out sections in Texstudio 2.6.6?</p>
",12/01/2015 20:12,3,557,28
Sum with limits as a variable with subscript,"<p>How would I define a sum with limits from 1 to M{subscript i} [i.e in latex <code>$M_{i}$</code>]</p>
",04/08/2015 07:45,0,558,407
Mimic fonts and spacing of tufte-book class,"<p>I am writing a book using memoir class and I want to mimic fonts and spacing of tufte-book class.</p>
",11/09/2014 08:04,1,559,983
Fancy Header: Alternating Centered Headers,"<p>How can I can have centered chapter title on odd pages, and centered section title on even pages?</p>
",04/11/2014 19:25,-1,560,953
Command for function of function?,"<p>If I'm trying to write f of g where f and g are functions, what is the command for the of symbol?</p>
",07/03/2016 16:16,0,561,465
"How to find the default value of variables (e.g., \columnsep)","<p>I want to use the value of <code>\columnsep</code> but I can not find what was the default value.</p>
",23/06/2017 08:13,2,562,818
How to add a vertical ruler between columns for tikzposter?,"<p>How can I add a vertical ruler between <code>columns</code> for <code>tikzposter</code> document?</p>
",29/07/2017 18:51,1,563,84
Numbering facts in PCTeX,"<p>Is there a way to number ""Facts"", similar to the way theorems, lemmas, and examples are numbered?</p>
",07/09/2016 15:01,0,564,63
How to change a thickness of a hrule?,"<p>I am searched for changing a thickness of a <code>\hrule</code> in my report document ? any idea?</p>
",09/06/2018 18:45,5,565,711
How to draw $y^4 - y^2 = x$?,"<p>I am having some trouble to draw the equation $y^4 - y^2 = x$. Can someone help me? Thanks a lot!</p>
",22/07/2018 20:25,11,566,849
How can I input in table math mode?,"<pre><code>\hline
    a &amp; b &amp; c &amp; a/b &amp; sqrt a/b &amp; N1/N2 \bigstrut\\
</code></pre>
",17/02/2018 18:18,0,567,972
How do I add references for mdpi journal in overleaf?,"<p>I want to add references in an article which I want to submit for mdpi. How can I add references?</p>
",29/03/2020 05:33,0,568,509
"Short vowel symbol, as in ""kızların""?","<p>How do I typeset the short <code>i</code> vowel, as in this Turkish word, <code>kızların</code>?</p>
",09/03/2011 08:48,4,569,536
How to put two figures side by side in a two-column document,"<p>How to put two figures side by side in a two-column document. <code>figure*</code> is not working.</p>
",28/04/2011 16:18,23,570,757
How to define new functions for plotting in tkz-fct?,"<p>Is it possible to define new functions in tkz-fct and use them to plot using <code>\tkzFct</code>?</p>
",24/05/2011 13:17,3,571,260
Beamer-Button which opens a browser with an URL,"<p>is it possible to use a beamerbutton for presentations which would open a browser and a given URL?</p>
",15/06/2011 09:50,30,572,765
How to create a crossword puzzle in LaTeX?,"<p>As the title already states I'd like to know how to create a crossword puzzle in LaTeX. Any ideas?</p>
",16/02/2012 15:38,50,573,176
Not possible to rotate the pdf pages in the Texstudio pdf viewer?,"<p>Is there a way to rotate pdf pages in the Texstudio pdf viewer? I don't find any command for that.</p>
",05/08/2013 15:36,7,574,184
Creating figure with multiple images,"<p>how to create a figure of ( 4 x 4 ) images ? how can I manage the spaces between raws and colomns?</p>
",03/03/2015 18:38,1,575,693
Spacing between the lines,"<p>How to set the spacing (vertical) between two lines of the document? What is the standard spacing?</p>
",15/02/2014 13:24,0,576,184
What are definitions of Display Formula and Numbered Formula?,"<p>Can you help me, please! </p>

<p>What are definitions of Display Formula and Numbered Formula ?</p>
",16/04/2017 00:35,1,577,855
"TeXnic center gives me an extra ' when i type ""","<p>When I try to type a double quote "" in a block of text, I always get ""'. How can this be stopped? </p>
",10/05/2016 16:20,0,578,971
Is there a way to make a word bold every time?,"<p>Is there a way to make a certain word bold every time in comes in the document? </p>

<p>Thanks.</p>
",19/11/2016 16:27,0,579,651
File 'picins.sty' not found,"<p>Even installing the wrapfig package for this error. I use miktex + texmaker.
can anybody help me?</p>
",20/04/2018 18:12,2,580,846
JabRef and entrytype @Standard,"<p>Anyone that knows why entrytype ""@Standard"" does not exist in JabRef (anylonger?)?</p>

<p>/Lars</p>
",22/02/2019 10:33,2,581,328
How to put cross mark on a word?,"<p>I am wondering if there exists any command in LaTeX with which one can put a cross mark on a word?</p>
",16/02/2018 20:18,4,582,876
How can I write a double expression below de comand \argmin for explain the range of two variables?,"<p>How can I write a double expression below de comand \argmin for explain the range of two variables</p>
",11/03/2020 16:42,0,583,956
How to type the | character of the normal size in text mode?,"<p>I dont want to use rule because its long and hideous and I must do it in text mode. Any solutions?</p>
",06/04/2020 10:34,0,584,120
Is there a latex template that makes a page look like a math notepad?,"<p>is there a class or template to make a LaTeX page look like a math-ruled notebook/pad page? Thanks.</p>
",23/08/2012 23:21,10,585,863
Spaces width between the words,"<p>What is the width of the spaces between the words (by default) that LaTeX uses for text formatting?</p>
",30/05/2011 07:53,14,586,271
How can put different watermarks on even an odd pages using draftwatermark,"<p>How can I put different watermarks on even and odd pages using <code>draftwatermark</code> package?</p>
",10/12/2012 19:54,5,587,21
"Padding left, top, right and bottom in LaTeX","<p>I want to include the <strong>Padding left, top, right and bottom</strong>. How can we do in LaTeX?</p>
",22/07/2011 07:15,4,588,761
